failure_id,module,severity,coverage_drop,frequency,recurrence,fix_time,log_message,priority
FAIL_01968,cache_controller,warning,4,4,3,1,Cache controller reported coherence state violation during eviction sequence,3
FAIL_01969,cache_controller,warning,5,5,1,1,Cache dirty line writeback ordering failed scoreboard comparison,3
FAIL_01970,cache_controller,error,6,5,4,2,Cache refill handshake timed out while servicing L2 miss,2
FAIL_01971,interrupt_controller,warning,0,5,0,1,Interrupt priority encoder produced incorrect winner on simultaneous request,3
FAIL_01972,memory_controller,error,14,9,3,5,Memory controller timing constraint violation observed in burst access,2
FAIL_01973,uart,warning,3,3,1,3,UART framing error observed under back-to-back packet transmission,3
FAIL_01974,memory_controller,error,8,5,1,4,Memory controller returned stale read data after refresh window,2
FAIL_01975,dma,error,6,7,5,3,DMA burst transfer count mismatched expected payload length,2
FAIL_01976,pcie,error,8,7,0,3,PCIe link training failed to reach expected LTSSM state,2
FAIL_01977,interrupt_controller,warning,0,5,2,1,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_01978,cache_controller,error,8,2,2,2,Cache controller reported coherence state violation during eviction sequence,2
FAIL_01979,interrupt_controller,error,9,4,3,2,Interrupt priority encoder produced incorrect winner on simultaneous request,2
FAIL_01980,pcie,warning,0,10,2,3,PCIe link training failed to reach expected LTSSM state,3
FAIL_01981,dram_interface,error,9,5,4,1,DRAM interface command queue underflow hit during stress test,2
FAIL_01982,branch_predictor,warning,2,4,1,1,Branch predictor produced incorrect target for speculative branch,3
FAIL_01983,memory_controller,warning,0,7,2,3,Memory controller arbitration granted illegal transaction ordering,3
FAIL_01984,memory_controller,error,9,6,4,3,Memory controller arbitration granted illegal transaction ordering,2
FAIL_01985,dram_interface,error,5,6,4,1,DRAM interface command queue underflow hit during stress test,2
FAIL_01986,uart,error,4,5,1,4,UART RX FIFO overflow triggered mismatch in serial regression,2
FAIL_01987,alu,error,13,9,3,2,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_01988,uart,error,5,6,0,3,UART baud generator drift exceeded acceptable tolerance in simulation,2
FAIL_01989,memory_controller,error,5,9,2,2,Memory controller timing constraint violation observed in burst access,2
FAIL_01990,pcie,error,4,8,4,4,PCIe completion timeout observed for posted transaction replay,2
FAIL_01991,cache_controller,fatal,10,9,5,4,Cache refill handshake timed out while servicing L2 miss,1
FAIL_01992,branch_predictor,warning,0,3,1,3,Branch predictor produced incorrect target for speculative branch,3
FAIL_01993,dram_interface,warning,0,2,1,1,DRAM interface calibration failed during initialization sequence,3
FAIL_01994,branch_predictor,error,9,5,4,2,Branch predictor produced incorrect target for speculative branch,2
FAIL_01995,interrupt_controller,error,4,6,5,2,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_01996,pcie,fatal,10,9,4,3,PCIe completion timeout observed for posted transaction replay,1
FAIL_01997,alu,error,7,6,2,4,ALU result mismatch against reference model at execute stage,2
FAIL_01998,memory_controller,warning,6,3,0,4,Memory controller returned stale read data after refresh window,3
FAIL_01999,uart,warning,2,3,1,1,UART framing error observed under back-to-back packet transmission,3
FAIL_02000,pipeline_controller,warning,2,7,0,3,Pipeline controller failed to flush dependent instructions on exception,3
FAIL_02001,pcie,error,7,6,2,2,PCIe link training failed to reach expected LTSSM state,2
FAIL_02002,dram_interface,error,8,5,2,2,DRAM interface read leveling mismatch flagged by checker,2
FAIL_02003,branch_predictor,warning,5,5,1,3,Branch history table update diverged from golden model,3
FAIL_02004,pcie,error,12,10,5,4,PCIe TLP header mismatch detected by protocol monitor,2
FAIL_02005,branch_predictor,error,5,9,1,3,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_02006,dram_interface,error,4,9,4,3,DRAM interface read leveling mismatch flagged by checker,2
FAIL_02007,interrupt_controller,fatal,7,8,4,3,Interrupt controller dropped pending interrupt during nested service,1
FAIL_02008,memory_controller,error,0,5,3,5,Memory controller arbitration granted illegal transaction ordering,2
FAIL_02009,dram_interface,fatal,10,8,4,4,DRAM interface command queue underflow hit during stress test,1
FAIL_02010,dma,warning,2,4,1,3,DMA completion interrupt was not asserted after block copy,3
FAIL_02011,uart,error,5,4,5,4,UART framing error observed under back-to-back packet transmission,2
FAIL_02012,branch_predictor,fatal,11,9,5,5,Branch predictor accuracy dropped below threshold in loop stress test,1
FAIL_02013,dram_interface,error,7,3,5,3,DRAM interface command queue underflow hit during stress test,2
FAIL_02014,alu,warning,2,2,3,2,ALU overflow mismatch detected during randomized arithmetic regression,3
FAIL_02015,uart,error,12,6,2,3,UART framing error observed under back-to-back packet transmission,2
FAIL_02016,dma,error,1,5,3,2,DMA burst transfer count mismatched expected payload length,2
FAIL_02017,dram_interface,error,8,7,2,2,DRAM interface command queue underflow hit during stress test,2
FAIL_02018,pcie,error,5,4,0,4,PCIe TLP header mismatch detected by protocol monitor,2
FAIL_02019,pipeline_controller,warning,3,5,1,2,Pipeline controller failed to flush dependent instructions on exception,3
FAIL_02020,uart,warning,3,2,1,1,UART baud generator drift exceeded acceptable tolerance in simulation,3
FAIL_02021,pcie,error,11,7,1,2,PCIe completion timeout observed for posted transaction replay,2
FAIL_02022,uart,error,6,7,3,4,UART RX FIFO overflow triggered mismatch in serial regression,2
FAIL_02023,dma,warning,1,5,1,1,DMA completion interrupt was not asserted after block copy,3
FAIL_02024,pipeline_controller,error,8,3,3,3,Pipeline controller failed to flush dependent instructions on exception,2
FAIL_02025,alu,warning,0,1,4,1,ALU opcode decode produced unexpected result on signed multiply path,3
FAIL_02026,branch_predictor,error,5,6,4,3,Branch predictor produced incorrect target for speculative branch,2
FAIL_02027,dma,warning,2,5,0,1,DMA descriptor fetch returned misaligned address in transfer path,3
FAIL_02028,cache_controller,error,6,10,5,2,Cache controller reported coherence state violation during eviction sequence,2
FAIL_02029,cache_controller,warning,3,1,4,2,Cache refill handshake timed out while servicing L2 miss,3
FAIL_02030,memory_controller,fatal,13,9,5,3,Memory controller timing constraint violation observed in burst access,1
FAIL_02031,pcie,error,6,4,3,2,PCIe link training failed to reach expected LTSSM state,2
FAIL_02032,dma,warning,6,4,2,1,DMA descriptor fetch returned misaligned address in transfer path,3
FAIL_02033,interrupt_controller,warning,0,1,2,1,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_02034,branch_predictor,error,7,9,4,3,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_02035,branch_predictor,warning,4,4,0,1,Branch predictor accuracy dropped below threshold in loop stress test,3
FAIL_02036,branch_predictor,warning,2,1,1,2,Branch history table update diverged from golden model,3
FAIL_02037,branch_predictor,warning,1,3,3,1,Branch predictor accuracy dropped below threshold in loop stress test,3
FAIL_02038,memory_controller,error,5,4,2,3,Memory controller arbitration granted illegal transaction ordering,2
FAIL_02039,pcie,fatal,9,5,4,3,PCIe completion timeout observed for posted transaction replay,1
FAIL_02040,cache_controller,warning,5,3,0,3,Cache dirty line writeback ordering failed scoreboard comparison,3
FAIL_02041,memory_controller,warning,0,8,2,2,Memory controller arbitration granted illegal transaction ordering,3
FAIL_02042,pipeline_controller,warning,3,1,0,1,Pipeline controller failed to flush dependent instructions on exception,3
FAIL_02043,dma,fatal,10,8,4,4,DMA descriptor fetch returned misaligned address in transfer path,1
FAIL_02044,interrupt_controller,fatal,14,7,4,4,Interrupt controller acknowledge sequence timed out in verification run,1
FAIL_02045,dram_interface,error,4,9,1,5,DRAM interface read leveling mismatch flagged by checker,2
FAIL_02046,dma,error,5,8,3,3,DMA burst transfer count mismatched expected payload length,2
FAIL_02047,branch_predictor,error,5,3,2,1,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_02048,cache_controller,error,11,4,2,5,Cache refill handshake timed out while servicing L2 miss,2
FAIL_02049,uart,error,12,8,3,3,UART framing error observed under back-to-back packet transmission,2
FAIL_02050,uart,error,7,5,3,5,UART RX FIFO overflow triggered mismatch in serial regression,2
FAIL_02051,dram_interface,warning,6,4,0,3,DRAM interface command queue underflow hit during stress test,3
FAIL_02052,dma,warning,6,3,0,1,DMA descriptor fetch returned misaligned address in transfer path,3
FAIL_02053,branch_predictor,error,12,7,4,2,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_02054,cache_controller,error,2,4,5,3,Cache controller reported coherence state violation during eviction sequence,2
FAIL_02055,dma,fatal,6,8,3,4,DMA descriptor fetch returned misaligned address in transfer path,1
FAIL_02056,uart,warning,2,1,0,2,UART framing error observed under back-to-back packet transmission,3
FAIL_02057,interrupt_controller,warning,5,4,1,1,Interrupt controller dropped pending interrupt during nested service,3
FAIL_02058,interrupt_controller,error,9,6,4,2,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_02059,branch_predictor,fatal,12,9,2,3,Branch predictor accuracy dropped below threshold in loop stress test,1
FAIL_02060,alu,error,10,8,4,4,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_02061,alu,error,6,7,4,5,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_02062,branch_predictor,error,12,6,4,1,Branch history table update diverged from golden model,2
FAIL_02063,alu,error,8,10,2,2,ALU result mismatch against reference model at execute stage,2
FAIL_02064,branch_predictor,warning,4,4,1,2,Branch predictor accuracy dropped below threshold in loop stress test,3
FAIL_02065,interrupt_controller,fatal,7,8,3,5,Interrupt controller acknowledge sequence timed out in verification run,1
FAIL_02066,dram_interface,warning,5,5,1,3,DRAM interface command queue underflow hit during stress test,3
FAIL_02067,cache_controller,fatal,11,10,3,5,Cache controller reported coherence state violation during eviction sequence,1
FAIL_02068,memory_controller,fatal,13,10,3,3,Memory controller timing constraint violation observed in burst access,1
FAIL_02069,dram_interface,error,0,7,2,2,DRAM interface calibration failed during initialization sequence,2
FAIL_02070,pipeline_controller,fatal,12,9,4,3,Pipeline stall signal deasserted too early during hazard condition,1
FAIL_02071,alu,error,11,6,3,4,ALU opcode decode produced unexpected result on signed multiply path,2
FAIL_02072,memory_controller,error,7,8,3,4,Memory controller arbitration granted illegal transaction ordering,2
FAIL_02073,branch_predictor,error,9,8,1,2,Branch predictor produced incorrect target for speculative branch,2
FAIL_02074,memory_controller,warning,4,3,1,1,Memory controller returned stale read data after refresh window,3
FAIL_02075,interrupt_controller,error,5,5,1,1,Interrupt priority encoder produced incorrect winner on simultaneous request,2
FAIL_02076,dma,fatal,6,9,4,4,DMA burst transfer count mismatched expected payload length,1
FAIL_02077,dram_interface,error,2,4,3,2,DRAM interface read leveling mismatch flagged by checker,2
FAIL_02078,pipeline_controller,warning,0,1,2,3,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_02079,branch_predictor,warning,2,4,1,2,Branch predictor produced incorrect target for speculative branch,3
FAIL_02080,alu,error,4,7,4,1,ALU opcode decode produced unexpected result on signed multiply path,2
FAIL_02081,pipeline_controller,warning,7,2,0,2,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_02082,interrupt_controller,warning,6,3,0,1,Interrupt priority encoder produced incorrect winner on simultaneous request,3
FAIL_02083,dram_interface,fatal,9,8,3,4,DRAM interface command queue underflow hit during stress test,1
FAIL_02084,pcie,warning,5,2,1,4,PCIe completion timeout observed for posted transaction replay,3
FAIL_02085,uart,error,6,7,4,2,UART RX FIFO overflow triggered mismatch in serial regression,2
FAIL_02086,pcie,error,3,7,3,1,PCIe link training failed to reach expected LTSSM state,2
FAIL_02087,pcie,error,5,3,2,3,PCIe completion timeout observed for posted transaction replay,2
FAIL_02088,interrupt_controller,error,11,8,3,4,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_02089,dram_interface,error,5,4,3,4,DRAM interface command queue underflow hit during stress test,2
FAIL_02090,interrupt_controller,error,6,7,4,3,Interrupt priority encoder produced incorrect winner on simultaneous request,2
FAIL_02091,pipeline_controller,warning,5,4,4,1,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_02092,pipeline_controller,error,6,9,3,3,Pipeline stall signal deasserted too early during hazard condition,2
FAIL_02093,branch_predictor,error,4,6,4,3,Branch history table update diverged from golden model,2
FAIL_02094,alu,fatal,12,8,3,4,ALU overflow mismatch detected during randomized arithmetic regression,1
FAIL_02095,dma,error,10,4,4,3,DMA burst transfer count mismatched expected payload length,2
FAIL_02096,pcie,error,7,7,1,2,PCIe TLP header mismatch detected by protocol monitor,2
FAIL_02097,dram_interface,warning,5,6,1,3,DRAM interface command queue underflow hit during stress test,3
FAIL_02098,uart,error,9,6,1,2,UART RX FIFO overflow triggered mismatch in serial regression,2
FAIL_02099,branch_predictor,fatal,11,10,4,5,Branch predictor produced incorrect target for speculative branch,1
FAIL_02100,uart,error,11,6,1,4,UART RX FIFO overflow triggered mismatch in serial regression,2
FAIL_02101,branch_predictor,error,8,6,3,2,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_02102,dma,warning,3,4,1,1,DMA burst transfer count mismatched expected payload length,3
FAIL_02103,branch_predictor,error,9,5,5,3,Branch history table update diverged from golden model,2
FAIL_02104,branch_predictor,warning,0,6,0,1,Branch history table update diverged from golden model,3
FAIL_02105,memory_controller,warning,4,6,0,2,Memory controller arbitration granted illegal transaction ordering,3
FAIL_02106,uart,error,12,2,2,2,UART baud generator drift exceeded acceptable tolerance in simulation,2
FAIL_02107,cache_controller,error,8,4,2,4,Cache refill handshake timed out while servicing L2 miss,2
FAIL_02108,dma,warning,4,4,1,3,DMA completion interrupt was not asserted after block copy,3
FAIL_02109,pcie,error,10,9,2,2,PCIe link training failed to reach expected LTSSM state,2
FAIL_02110,alu,warning,0,7,3,3,ALU overflow mismatch detected during randomized arithmetic regression,3
FAIL_02111,interrupt_controller,warning,4,4,2,2,Interrupt priority encoder produced incorrect winner on simultaneous request,3
FAIL_02112,memory_controller,warning,2,8,1,3,Memory controller timing constraint violation observed in burst access,3
FAIL_02113,cache_controller,error,8,6,2,2,Cache dirty line writeback ordering failed scoreboard comparison,2
FAIL_02114,memory_controller,error,4,6,3,3,Memory controller returned stale read data after refresh window,2
FAIL_02115,interrupt_controller,warning,4,4,1,1,Interrupt controller dropped pending interrupt during nested service,3
FAIL_02116,branch_predictor,error,6,7,2,3,Branch predictor produced incorrect target for speculative branch,2
FAIL_02117,dram_interface,warning,3,2,2,2,DRAM interface calibration failed during initialization sequence,3
FAIL_02118,dma,fatal,12,8,5,5,DMA completion interrupt was not asserted after block copy,1
FAIL_02119,interrupt_controller,warning,0,5,1,1,Interrupt controller dropped pending interrupt during nested service,3
FAIL_02120,interrupt_controller,warning,5,5,2,2,Interrupt priority encoder produced incorrect winner on simultaneous request,3
FAIL_02121,dma,error,6,2,1,3,DMA burst transfer count mismatched expected payload length,2
FAIL_02122,dram_interface,warning,0,2,0,2,DRAM interface command queue underflow hit during stress test,3
FAIL_02123,memory_controller,error,2,6,3,4,Memory controller arbitration granted illegal transaction ordering,2
FAIL_02124,pcie,fatal,13,7,4,4,PCIe completion timeout observed for posted transaction replay,1
FAIL_02125,uart,warning,4,7,1,1,UART baud generator drift exceeded acceptable tolerance in simulation,3
FAIL_02126,memory_controller,warning,2,5,2,2,Memory controller arbitration granted illegal transaction ordering,3
FAIL_02127,pcie,error,4,6,4,2,PCIe completion timeout observed for posted transaction replay,2
FAIL_02128,alu,error,10,8,4,4,ALU opcode decode produced unexpected result on signed multiply path,2
FAIL_02129,branch_predictor,warning,7,1,2,2,Branch predictor accuracy dropped below threshold in loop stress test,3
FAIL_02130,pipeline_controller,error,13,4,2,3,Pipeline controller failed to flush dependent instructions on exception,2
FAIL_02131,pcie,warning,7,9,2,3,PCIe completion timeout observed for posted transaction replay,3
FAIL_02132,alu,fatal,12,10,5,4,ALU result mismatch against reference model at execute stage,1
FAIL_02133,branch_predictor,error,6,8,4,2,Branch history table update diverged from golden model,2
FAIL_02134,branch_predictor,error,3,6,1,3,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_02135,cache_controller,warning,6,7,0,3,Cache dirty line writeback ordering failed scoreboard comparison,3
FAIL_02136,pcie,fatal,11,7,3,4,PCIe link training failed to reach expected LTSSM state,1
FAIL_02137,alu,fatal,12,8,3,4,ALU overflow mismatch detected during randomized arithmetic regression,1
FAIL_02138,dma,error,7,10,3,3,DMA descriptor fetch returned misaligned address in transfer path,2
FAIL_02139,pcie,warning,3,3,2,2,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_02140,branch_predictor,fatal,9,6,3,5,Branch history table update diverged from golden model,1
FAIL_02141,branch_predictor,warning,3,7,3,1,Branch history table update diverged from golden model,3
FAIL_02142,dram_interface,error,4,3,1,2,DRAM interface read leveling mismatch flagged by checker,2
FAIL_02143,uart,error,10,6,2,4,UART RX FIFO overflow triggered mismatch in serial regression,2
FAIL_02144,dma,fatal,7,7,4,5,DMA burst transfer count mismatched expected payload length,1
FAIL_02145,uart,warning,4,9,0,2,UART framing error observed under back-to-back packet transmission,3
FAIL_02146,pipeline_controller,error,4,7,2,3,Pipeline controller failed to flush dependent instructions on exception,2
FAIL_02147,memory_controller,warning,6,3,1,1,Memory controller returned stale read data after refresh window,3
FAIL_02148,dma,error,4,7,4,3,DMA completion interrupt was not asserted after block copy,2
FAIL_02149,cache_controller,error,0,7,4,3,Cache controller reported coherence state violation during eviction sequence,2
FAIL_02150,dma,error,7,7,3,2,DMA burst transfer count mismatched expected payload length,2
FAIL_02151,dram_interface,error,8,5,5,4,DRAM interface calibration failed during initialization sequence,2
FAIL_02152,pipeline_controller,error,13,3,4,2,Pipeline controller failed to flush dependent instructions on exception,2
FAIL_02153,alu,fatal,12,9,5,4,ALU result mismatch against reference model at execute stage,1
FAIL_02154,dram_interface,warning,4,5,1,2,DRAM interface read leveling mismatch flagged by checker,3
FAIL_02155,cache_controller,warning,0,2,1,3,Cache refill handshake timed out while servicing L2 miss,3
FAIL_02156,branch_predictor,fatal,8,7,2,4,Branch history table update diverged from golden model,1
FAIL_02157,memory_controller,fatal,9,7,3,3,Memory controller returned stale read data after refresh window,1
FAIL_02158,branch_predictor,warning,3,4,2,1,Branch predictor accuracy dropped below threshold in loop stress test,3
FAIL_02159,branch_predictor,warning,1,6,0,3,Branch history table update diverged from golden model,3
FAIL_02160,dma,warning,4,10,1,3,DMA descriptor fetch returned misaligned address in transfer path,3
FAIL_02161,branch_predictor,fatal,12,9,4,4,Branch predictor produced incorrect target for speculative branch,1
FAIL_02162,branch_predictor,fatal,11,7,4,5,Branch predictor produced incorrect target for speculative branch,1
FAIL_02163,branch_predictor,error,10,8,5,3,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_02164,pcie,warning,4,6,2,2,PCIe link training failed to reach expected LTSSM state,3
FAIL_02165,dram_interface,fatal,15,9,4,5,DRAM interface command queue underflow hit during stress test,1
FAIL_02166,branch_predictor,warning,0,6,1,2,Branch history table update diverged from golden model,3
FAIL_02167,dma,warning,7,3,2,2,DMA descriptor fetch returned misaligned address in transfer path,3
FAIL_02168,pcie,error,0,6,5,5,PCIe link training failed to reach expected LTSSM state,2
FAIL_02169,pipeline_controller,warning,8,3,1,1,Pipeline controller failed to flush dependent instructions on exception,3
FAIL_02170,dram_interface,warning,4,2,2,2,DRAM interface read leveling mismatch flagged by checker,3
FAIL_02171,uart,error,5,9,3,2,UART baud generator drift exceeded acceptable tolerance in simulation,2
FAIL_02172,dma,warning,6,4,0,1,DMA burst transfer count mismatched expected payload length,3
FAIL_02173,alu,error,6,4,1,3,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_02174,pcie,error,3,8,3,2,PCIe completion timeout observed for posted transaction replay,2
FAIL_02175,branch_predictor,warning,2,3,0,3,Branch history table update diverged from golden model,3
FAIL_02176,pcie,error,7,6,3,5,PCIe completion timeout observed for posted transaction replay,2
FAIL_02177,dma,error,6,6,4,3,DMA completion interrupt was not asserted after block copy,2
FAIL_02178,alu,error,12,5,3,5,ALU result mismatch against reference model at execute stage,2
FAIL_02179,dma,fatal,14,6,4,3,DMA burst transfer count mismatched expected payload length,1
FAIL_02180,alu,error,4,5,1,2,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_02181,dma,error,5,8,4,4,DMA descriptor fetch returned misaligned address in transfer path,2
FAIL_02182,dram_interface,warning,3,4,2,3,DRAM interface command queue underflow hit during stress test,3
FAIL_02183,memory_controller,warning,2,2,2,2,Memory controller returned stale read data after refresh window,3
FAIL_02184,dram_interface,fatal,13,7,3,4,DRAM interface calibration failed during initialization sequence,1
FAIL_02185,cache_controller,warning,6,1,2,2,Cache refill handshake timed out while servicing L2 miss,3
FAIL_02186,memory_controller,fatal,10,8,4,3,Memory controller arbitration granted illegal transaction ordering,1
FAIL_02187,pipeline_controller,fatal,10,7,5,5,Pipeline stall signal deasserted too early during hazard condition,1
FAIL_02188,memory_controller,error,10,10,3,1,Memory controller timing constraint violation observed in burst access,2
FAIL_02189,cache_controller,warning,4,6,0,2,Cache controller reported coherence state violation during eviction sequence,3
FAIL_02190,branch_predictor,warning,3,2,0,3,Branch history table update diverged from golden model,3
FAIL_02191,cache_controller,warning,3,2,2,3,Cache refill handshake timed out while servicing L2 miss,3
FAIL_02192,interrupt_controller,warning,10,7,1,3,Interrupt priority encoder produced incorrect winner on simultaneous request,3
FAIL_02193,pipeline_controller,warning,0,6,1,2,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_02194,uart,fatal,6,10,5,4,UART RX FIFO overflow triggered mismatch in serial regression,1
FAIL_02195,alu,warning,4,3,2,1,ALU result mismatch against reference model at execute stage,3
FAIL_02196,cache_controller,error,3,6,1,2,Cache controller reported coherence state violation during eviction sequence,2
FAIL_02197,interrupt_controller,warning,4,1,1,3,Interrupt priority encoder produced incorrect winner on simultaneous request,3
FAIL_02198,pcie,fatal,15,10,2,2,PCIe TLP header mismatch detected by protocol monitor,1
FAIL_02199,pcie,warning,5,4,3,1,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_02200,dram_interface,fatal,10,9,5,4,DRAM interface command queue underflow hit during stress test,1
FAIL_02201,memory_controller,warning,7,1,0,1,Memory controller arbitration granted illegal transaction ordering,3
FAIL_02202,cache_controller,fatal,11,9,4,4,Cache controller reported coherence state violation during eviction sequence,1
FAIL_02203,interrupt_controller,warning,3,6,2,1,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_02204,cache_controller,warning,0,3,1,1,Cache dirty line writeback ordering failed scoreboard comparison,3
FAIL_02205,pcie,fatal,6,10,3,5,PCIe link training failed to reach expected LTSSM state,1
FAIL_02206,dram_interface,error,8,6,5,3,DRAM interface calibration failed during initialization sequence,2
FAIL_02207,branch_predictor,fatal,12,7,4,4,Branch predictor accuracy dropped below threshold in loop stress test,1
FAIL_02208,uart,fatal,13,10,2,3,UART baud generator drift exceeded acceptable tolerance in simulation,1
FAIL_02209,alu,error,7,5,3,1,ALU result mismatch against reference model at execute stage,2
FAIL_02210,pipeline_controller,error,3,8,4,2,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_02211,uart,error,7,8,2,2,UART baud generator drift exceeded acceptable tolerance in simulation,2
FAIL_02212,pcie,error,4,8,4,3,PCIe link training failed to reach expected LTSSM state,2
FAIL_02213,interrupt_controller,warning,5,5,0,1,Interrupt controller dropped pending interrupt during nested service,3
FAIL_02214,dma,error,7,3,1,2,DMA burst transfer count mismatched expected payload length,2
FAIL_02215,cache_controller,warning,3,7,1,3,Cache controller reported coherence state violation during eviction sequence,3
FAIL_02216,cache_controller,warning,4,5,3,2,Cache dirty line writeback ordering failed scoreboard comparison,3
FAIL_02217,uart,warning,3,4,2,2,UART framing error observed under back-to-back packet transmission,3
FAIL_02218,memory_controller,warning,4,1,0,3,Memory controller timing constraint violation observed in burst access,3
FAIL_02219,pipeline_controller,warning,1,4,0,2,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_02220,uart,warning,5,2,0,2,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_02221,alu,error,5,6,3,1,ALU result mismatch against reference model at execute stage,2
FAIL_02222,branch_predictor,error,7,7,3,4,Branch predictor produced incorrect target for speculative branch,2
FAIL_02223,dma,warning,0,5,2,2,DMA completion interrupt was not asserted after block copy,3
FAIL_02224,uart,error,6,5,2,3,UART framing error observed under back-to-back packet transmission,2
FAIL_02225,branch_predictor,error,7,6,3,4,Branch predictor produced incorrect target for speculative branch,2
FAIL_02226,pipeline_controller,error,8,6,3,2,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_02227,cache_controller,error,4,3,3,3,Cache dirty line writeback ordering failed scoreboard comparison,2
FAIL_02228,cache_controller,error,6,10,3,2,Cache dirty line writeback ordering failed scoreboard comparison,2
FAIL_02229,interrupt_controller,error,13,4,1,1,Interrupt controller dropped pending interrupt during nested service,2
FAIL_02230,memory_controller,warning,1,7,0,2,Memory controller returned stale read data after refresh window,3
FAIL_02231,branch_predictor,error,9,7,3,2,Branch history table update diverged from golden model,2
FAIL_02232,interrupt_controller,error,2,8,2,2,Interrupt controller dropped pending interrupt during nested service,2
FAIL_02233,dma,error,8,7,4,3,DMA completion interrupt was not asserted after block copy,2
FAIL_02234,uart,error,4,6,1,2,UART framing error observed under back-to-back packet transmission,2
FAIL_02235,interrupt_controller,warning,4,8,1,3,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_02236,cache_controller,fatal,14,8,4,3,Cache controller reported coherence state violation during eviction sequence,1
FAIL_02237,uart,error,7,6,2,3,UART RX FIFO overflow triggered mismatch in serial regression,2
FAIL_02238,interrupt_controller,warning,4,3,2,1,Interrupt controller dropped pending interrupt during nested service,3
FAIL_02239,pcie,warning,0,3,1,2,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_02240,pcie,error,4,3,5,3,PCIe link training failed to reach expected LTSSM state,2
FAIL_02241,dma,warning,5,5,1,3,DMA descriptor fetch returned misaligned address in transfer path,3
FAIL_02242,dma,warning,7,3,0,2,DMA burst transfer count mismatched expected payload length,3
FAIL_02243,cache_controller,warning,0,3,2,4,Cache controller reported coherence state violation during eviction sequence,3
FAIL_02244,alu,warning,4,5,2,3,ALU result mismatch against reference model at execute stage,3
FAIL_02245,branch_predictor,error,8,7,4,3,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_02246,pcie,warning,0,5,1,2,PCIe completion timeout observed for posted transaction replay,3
FAIL_02247,alu,error,9,6,4,2,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_02248,memory_controller,error,8,7,3,5,Memory controller arbitration granted illegal transaction ordering,2
FAIL_02249,pipeline_controller,warning,5,2,2,1,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_02250,dram_interface,warning,8,10,0,2,DRAM interface command queue underflow hit during stress test,3
FAIL_02251,dma,error,9,4,2,4,DMA burst transfer count mismatched expected payload length,2
FAIL_02252,alu,error,6,9,2,3,ALU result mismatch against reference model at execute stage,2
FAIL_02253,cache_controller,warning,4,4,1,1,Cache controller reported coherence state violation during eviction sequence,3
FAIL_02254,pipeline_controller,error,10,5,3,2,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_02255,memory_controller,error,7,7,4,2,Memory controller timing constraint violation observed in burst access,2
FAIL_02256,pipeline_controller,warning,3,7,0,3,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_02257,pcie,error,8,7,1,4,PCIe link training failed to reach expected LTSSM state,2
FAIL_02258,memory_controller,warning,4,7,0,2,Memory controller returned stale read data after refresh window,3
FAIL_02259,dma,warning,0,3,1,2,DMA completion interrupt was not asserted after block copy,3
FAIL_02260,dram_interface,fatal,11,5,4,3,DRAM interface read leveling mismatch flagged by checker,1
FAIL_02261,alu,fatal,13,10,4,4,ALU result mismatch against reference model at execute stage,1
FAIL_02262,uart,error,8,4,4,2,UART framing error observed under back-to-back packet transmission,2
FAIL_02263,interrupt_controller,fatal,12,9,4,4,Interrupt controller acknowledge sequence timed out in verification run,1
FAIL_02264,pcie,warning,3,5,2,1,PCIe TLP header mismatch detected by protocol monitor,3
