failure_id,module,severity,coverage_drop,frequency,recurrence,fix_time,log_message,priority
1506,memory_controller,warning,11,6,1,3,DMA transfer error in memory_controller,Low
1507,dram_interface,fatal,13,1,3,4,Buffer overflow detected in dram_interface,High
1508,cache_controller,fatal,5,9,2,1,Assertion failure detected in cache_controller,Low
1509,memory_controller,warning,6,1,2,1,DMA transfer error in memory_controller,Low
1510,alu,warning,2,4,3,1,Pipeline hazard detected in alu,Low
1511,pipeline_controller,fatal,14,9,1,4,DMA transfer error in pipeline_controller,High
1512,pipeline_controller,fatal,6,5,2,5,Pipeline hazard detected in pipeline_controller,Low
1513,memory_controller,fatal,5,3,2,2,Protocol violation detected in memory_controller,Low
1514,uart,warning,13,8,2,3,Cache coherency violation in uart,Low
1515,memory_controller,fatal,1,3,2,3,DMA transfer error in memory_controller,Low
1516,interrupt_controller,fatal,0,9,0,2,DMA transfer error in interrupt_controller,Low
1517,cache_controller,warning,11,3,5,3,Assertion failure detected in cache_controller,Low
1518,interrupt_controller,error,14,4,5,4,Invalid memory access violation in interrupt_controller,Medium
1519,memory_controller,error,13,6,3,4,Pipeline hazard detected in memory_controller,Medium
1520,pcie,warning,2,10,3,5,Assertion failure detected in pcie,Low
1521,cache_controller,error,11,3,3,5,DMA transfer error in cache_controller,Medium
1522,dma,fatal,0,9,2,1,Assertion failure detected in dma,Low
1523,dma,error,2,4,4,1,Protocol violation detected in dma,Low
1524,pcie,fatal,11,2,5,3,Cache coherency violation in pcie,High
1525,dma,error,13,8,0,5,Pipeline hazard detected in dma,Medium
1526,memory_controller,fatal,5,4,5,3,Branch misprediction detected in memory_controller,Low
1527,dma,fatal,4,10,1,3,Cache coherency violation in dma,Low
1528,interrupt_controller,fatal,3,10,0,3,Assertion failure detected in interrupt_controller,Low
1529,pipeline_controller,fatal,12,10,4,3,Assertion failure detected in pipeline_controller,High
1530,interrupt_controller,fatal,11,6,4,4,Protocol violation detected in interrupt_controller,High
1531,pcie,fatal,9,3,5,1,Pipeline hazard detected in pcie,High
1532,cache_controller,error,8,1,5,1,Assertion failure detected in cache_controller,Medium
1533,alu,fatal,7,5,0,3,Buffer overflow detected in alu,Low
1534,memory_controller,error,3,5,1,2,Protocol violation detected in memory_controller,Low
1535,cache_controller,warning,6,10,2,5,Pipeline hazard detected in cache_controller,Low
1536,branch_predictor,warning,10,2,2,5,Buffer overflow detected in branch_predictor,Low
1537,cache_controller,fatal,3,7,3,4,Protocol violation detected in cache_controller,Low
1538,uart,fatal,5,6,2,5,Invalid memory access violation in uart,Low
1539,memory_controller,fatal,11,4,1,5,Pipeline hazard detected in memory_controller,High
1540,alu,fatal,7,9,2,2,Pipeline hazard detected in alu,Low
1541,uart,fatal,6,1,5,4,Invalid memory access violation in uart,Low
1542,pcie,warning,9,4,1,4,Cache coherency violation in pcie,Low
1543,memory_controller,error,1,9,4,1,Protocol violation detected in memory_controller,Low
1544,branch_predictor,error,0,9,1,3,Assertion failure detected in branch_predictor,Low
1545,cache_controller,warning,10,6,0,3,Pipeline hazard detected in cache_controller,Low
1546,cache_controller,error,6,8,2,1,Assertion failure detected in cache_controller,Medium
1547,interrupt_controller,fatal,13,8,3,1,Branch misprediction detected in interrupt_controller,High
1548,memory_controller,error,3,3,0,2,Cache coherency violation in memory_controller,Low
1549,cache_controller,warning,6,7,5,5,DMA transfer error in cache_controller,Low
1550,alu,warning,3,2,5,4,Protocol violation detected in alu,Low
1551,alu,warning,6,4,1,2,Cache coherency violation in alu,Low
1552,memory_controller,error,6,4,1,2,DMA transfer error in memory_controller,Medium
1553,uart,warning,14,3,1,5,Branch misprediction detected in uart,Low
1554,branch_predictor,fatal,14,8,3,1,Buffer overflow detected in branch_predictor,High
1555,uart,error,15,4,5,3,Buffer overflow detected in uart,Medium
1556,uart,error,15,1,3,4,Invalid memory access violation in uart,Medium
1557,pipeline_controller,warning,9,9,5,5,Protocol violation detected in pipeline_controller,Low
1558,cache_controller,error,11,9,0,1,Cache coherency violation in cache_controller,Medium
1559,alu,fatal,1,6,0,4,Cache coherency violation in alu,Low
1560,uart,error,4,10,0,4,Invalid memory access violation in uart,Low
1561,branch_predictor,warning,4,4,0,1,Pipeline hazard detected in branch_predictor,Low
1562,memory_controller,warning,14,4,2,5,DMA transfer error in memory_controller,Low
1563,cache_controller,warning,1,7,4,4,Invalid memory access violation in cache_controller,Low
1564,cache_controller,fatal,13,8,2,5,Cache coherency violation in cache_controller,High
1565,cache_controller,warning,6,8,5,2,Assertion failure detected in cache_controller,Low
1566,pcie,warning,7,5,4,3,Branch misprediction detected in pcie,Low
1567,dma,fatal,15,1,5,5,Buffer overflow detected in dma,High
1568,pcie,fatal,8,9,5,4,Cache coherency violation in pcie,Low
1569,alu,fatal,13,1,0,3,Cache coherency violation in alu,High
1570,cache_controller,fatal,13,4,1,5,Protocol violation detected in cache_controller,High
1571,alu,fatal,5,6,5,1,Cache coherency violation in alu,Low
1572,uart,warning,1,4,4,4,DMA transfer error in uart,Low
1573,cache_controller,error,7,7,4,3,Buffer overflow detected in cache_controller,Medium
1574,interrupt_controller,warning,11,1,3,4,Invalid memory access violation in interrupt_controller,Low
1575,uart,error,7,3,2,5,Cache coherency violation in uart,Medium
1576,pcie,warning,9,1,3,3,Pipeline hazard detected in pcie,Low
1577,uart,error,8,10,1,2,Protocol violation detected in uart,Medium
1578,alu,warning,15,7,3,4,Cache coherency violation in alu,Low
1579,pipeline_controller,warning,0,4,1,5,Invalid memory access violation in pipeline_controller,Low
1580,interrupt_controller,error,13,8,0,2,Cache coherency violation in interrupt_controller,Medium
1581,dma,warning,6,6,4,4,Branch misprediction detected in dma,Low
1582,cache_controller,error,3,7,1,5,Pipeline hazard detected in cache_controller,Low
1583,pcie,warning,10,7,2,1,Assertion failure detected in pcie,Low
1584,dma,fatal,14,7,0,5,Buffer overflow detected in dma,High
1585,alu,warning,10,3,4,1,Invalid memory access violation in alu,Low
1586,dram_interface,fatal,13,7,0,1,Protocol violation detected in dram_interface,High
1587,cache_controller,fatal,2,9,2,3,Protocol violation detected in cache_controller,Low
1588,pipeline_controller,fatal,10,9,2,4,Protocol violation detected in pipeline_controller,High
1589,dram_interface,fatal,8,6,3,2,Pipeline hazard detected in dram_interface,Low
1590,dma,error,13,10,2,2,Cache coherency violation in dma,Medium
1591,cache_controller,error,10,6,2,3,DMA transfer error in cache_controller,Medium
1592,interrupt_controller,error,14,10,0,4,Branch misprediction detected in interrupt_controller,Medium
1593,uart,warning,10,1,1,5,Pipeline hazard detected in uart,Low
1594,pcie,warning,2,9,3,3,DMA transfer error in pcie,Low
1595,pcie,fatal,5,5,2,2,Pipeline hazard detected in pcie,Low
1596,uart,fatal,7,9,2,3,Assertion failure detected in uart,Low
1597,pipeline_controller,warning,15,1,4,4,Cache coherency violation in pipeline_controller,Low
1598,interrupt_controller,fatal,2,10,4,2,Branch misprediction detected in interrupt_controller,Low
1599,memory_controller,error,6,7,0,3,Branch misprediction detected in memory_controller,Medium
1600,pcie,warning,0,2,4,5,Branch misprediction detected in pcie,Low
1601,cache_controller,warning,7,3,5,5,DMA transfer error in cache_controller,Low
1602,memory_controller,fatal,1,1,4,2,DMA transfer error in memory_controller,Low
1603,dram_interface,fatal,2,8,4,3,Protocol violation detected in dram_interface,Low
1604,cache_controller,warning,7,3,2,3,Branch misprediction detected in cache_controller,Low
1605,pcie,error,12,2,1,2,Protocol violation detected in pcie,Medium
1606,dram_interface,warning,7,2,0,2,Assertion failure detected in dram_interface,Low
1607,pcie,error,8,9,0,2,DMA transfer error in pcie,Medium
1608,branch_predictor,warning,2,3,5,5,Cache coherency violation in branch_predictor,Low
1609,memory_controller,fatal,6,8,3,4,Invalid memory access violation in memory_controller,Low
1610,uart,error,13,10,2,2,Pipeline hazard detected in uart,Medium
1611,interrupt_controller,fatal,14,3,2,5,Cache coherency violation in interrupt_controller,High
1612,dma,fatal,5,9,3,4,Assertion failure detected in dma,Low
1613,dram_interface,fatal,14,5,3,5,Assertion failure detected in dram_interface,High
1614,pipeline_controller,fatal,1,3,0,2,Branch misprediction detected in pipeline_controller,Low
1615,dma,warning,14,1,3,1,Buffer overflow detected in dma,Low
1616,pcie,warning,6,7,3,1,Assertion failure detected in pcie,Low
1617,uart,warning,1,8,0,5,Pipeline hazard detected in uart,Low
1618,dram_interface,warning,15,7,5,1,Invalid memory access violation in dram_interface,Low
1619,branch_predictor,warning,10,2,3,3,Buffer overflow detected in branch_predictor,Low
1620,alu,error,12,10,5,5,Buffer overflow detected in alu,Medium
1621,uart,fatal,10,5,0,5,Protocol violation detected in uart,High
1622,dram_interface,error,4,3,2,2,Assertion failure detected in dram_interface,Low
1623,interrupt_controller,fatal,6,2,2,1,Pipeline hazard detected in interrupt_controller,Low
1624,dma,warning,12,2,5,2,Buffer overflow detected in dma,Low
1625,dram_interface,error,15,5,2,1,Protocol violation detected in dram_interface,Medium
1626,alu,warning,15,6,5,1,Invalid memory access violation in alu,Low
1627,cache_controller,fatal,13,8,0,1,Invalid memory access violation in cache_controller,High
1628,memory_controller,fatal,14,10,1,3,Pipeline hazard detected in memory_controller,High
1629,interrupt_controller,fatal,6,5,3,3,Assertion failure detected in interrupt_controller,Low
1630,uart,fatal,9,9,5,1,Pipeline hazard detected in uart,High
1631,uart,warning,15,1,1,4,Pipeline hazard detected in uart,Low
1632,cache_controller,fatal,2,4,3,3,Pipeline hazard detected in cache_controller,Low
1633,interrupt_controller,fatal,13,2,4,5,DMA transfer error in interrupt_controller,High
1634,branch_predictor,warning,4,7,4,2,Buffer overflow detected in branch_predictor,Low
1635,branch_predictor,error,7,10,0,3,Pipeline hazard detected in branch_predictor,Medium
1636,pipeline_controller,fatal,11,10,4,1,Assertion failure detected in pipeline_controller,High
1637,memory_controller,fatal,11,7,4,1,Branch misprediction detected in memory_controller,High
1638,pipeline_controller,fatal,3,3,1,4,Assertion failure detected in pipeline_controller,Low
1639,dma,error,6,7,3,4,DMA transfer error in dma,Medium
1640,memory_controller,error,11,7,3,2,Assertion failure detected in memory_controller,Medium
1641,pcie,fatal,7,3,3,5,Invalid memory access violation in pcie,Low
1642,pcie,error,1,6,2,3,Branch misprediction detected in pcie,Low
1643,dram_interface,warning,4,6,3,4,DMA transfer error in dram_interface,Low
1644,interrupt_controller,fatal,3,1,4,1,Protocol violation detected in interrupt_controller,Low
1645,interrupt_controller,error,10,10,5,3,DMA transfer error in interrupt_controller,Medium
1646,branch_predictor,error,5,6,0,3,Invalid memory access violation in branch_predictor,Medium
1647,uart,warning,13,2,4,2,Protocol violation detected in uart,Low
1648,alu,fatal,1,2,0,3,Assertion failure detected in alu,Low
1649,pipeline_controller,error,9,1,4,2,Buffer overflow detected in pipeline_controller,Medium
1650,dma,error,7,6,0,5,Invalid memory access violation in dma,Medium
1651,interrupt_controller,error,15,8,4,2,Cache coherency violation in interrupt_controller,Medium
1652,memory_controller,warning,3,10,2,1,Pipeline hazard detected in memory_controller,Low
1653,dram_interface,fatal,1,6,2,2,Buffer overflow detected in dram_interface,Low
1654,dram_interface,fatal,15,9,4,3,Assertion failure detected in dram_interface,High
1655,branch_predictor,error,3,1,2,3,Assertion failure detected in branch_predictor,Low
1656,branch_predictor,error,8,2,2,4,Branch misprediction detected in branch_predictor,Medium
1657,dram_interface,error,0,4,5,4,Cache coherency violation in dram_interface,Low
1658,dram_interface,warning,13,5,2,1,Cache coherency violation in dram_interface,Low
1659,uart,fatal,4,3,2,3,Cache coherency violation in uart,Low
1660,pipeline_controller,warning,13,10,3,3,Cache coherency violation in pipeline_controller,Low
1661,alu,error,13,7,2,2,Pipeline hazard detected in alu,Medium
1662,cache_controller,error,7,5,2,1,Assertion failure detected in cache_controller,Medium
1663,memory_controller,fatal,7,5,1,3,Invalid memory access violation in memory_controller,Low
1664,uart,fatal,10,2,5,3,Protocol violation detected in uart,High
1665,pcie,error,10,6,1,5,Protocol violation detected in pcie,Medium
1666,memory_controller,fatal,6,4,3,4,Branch misprediction detected in memory_controller,Low
1667,uart,fatal,13,6,1,5,Buffer overflow detected in uart,High
1668,cache_controller,warning,10,2,4,2,Pipeline hazard detected in cache_controller,Low
1669,uart,error,4,1,3,1,Branch misprediction detected in uart,Low
1670,cache_controller,fatal,3,7,1,4,Branch misprediction detected in cache_controller,Low
1671,branch_predictor,warning,8,8,2,2,Pipeline hazard detected in branch_predictor,Low
1672,uart,warning,12,9,2,1,Invalid memory access violation in uart,Low
1673,memory_controller,error,4,5,0,5,Assertion failure detected in memory_controller,Low
1674,dma,warning,8,10,4,3,Protocol violation detected in dma,Low
1675,uart,fatal,14,5,3,5,Cache coherency violation in uart,High
1676,uart,warning,9,2,5,5,DMA transfer error in uart,Low
1677,cache_controller,warning,1,9,0,4,Assertion failure detected in cache_controller,Low
1678,memory_controller,warning,2,4,0,4,Cache coherency violation in memory_controller,Low
1679,cache_controller,fatal,4,3,3,4,Invalid memory access violation in cache_controller,Low
1680,pcie,warning,4,7,4,4,Pipeline hazard detected in pcie,Low
1681,pipeline_controller,error,8,6,3,2,Assertion failure detected in pipeline_controller,Medium
1682,pcie,warning,3,9,4,1,Buffer overflow detected in pcie,Low
1683,branch_predictor,fatal,10,3,5,5,Cache coherency violation in branch_predictor,High
1684,cache_controller,fatal,8,5,1,4,Buffer overflow detected in cache_controller,Low
1685,alu,error,13,4,5,1,Protocol violation detected in alu,Medium
1686,cache_controller,fatal,5,6,5,3,Branch misprediction detected in cache_controller,Low
1687,uart,fatal,13,9,2,4,DMA transfer error in uart,High
1688,pcie,fatal,5,9,2,4,Pipeline hazard detected in pcie,Low
1689,dram_interface,warning,9,3,4,2,Cache coherency violation in dram_interface,Low
1690,pipeline_controller,fatal,3,5,5,2,Pipeline hazard detected in pipeline_controller,Low
1691,cache_controller,fatal,1,2,0,2,Branch misprediction detected in cache_controller,Low
1692,pipeline_controller,fatal,0,7,5,4,Branch misprediction detected in pipeline_controller,Low
1693,dram_interface,error,9,10,1,1,Protocol violation detected in dram_interface,Medium
1694,dram_interface,warning,12,4,2,3,Assertion failure detected in dram_interface,Low
1695,alu,fatal,3,6,1,1,Buffer overflow detected in alu,Low
1696,interrupt_controller,fatal,14,3,2,2,Cache coherency violation in interrupt_controller,High
1697,interrupt_controller,error,8,8,1,2,Invalid memory access violation in interrupt_controller,Medium
1698,dram_interface,warning,10,9,2,3,Assertion failure detected in dram_interface,Low
1699,alu,warning,5,1,1,4,Branch misprediction detected in alu,Low
1700,pcie,fatal,7,8,2,5,DMA transfer error in pcie,Low
1701,uart,error,9,4,2,5,Assertion failure detected in uart,Medium
1702,dram_interface,warning,14,3,0,4,Buffer overflow detected in dram_interface,Low
1703,memory_controller,warning,8,10,1,2,Pipeline hazard detected in memory_controller,Low
1704,interrupt_controller,warning,9,4,4,3,Branch misprediction detected in interrupt_controller,Low
1705,cache_controller,fatal,15,6,0,5,Invalid memory access violation in cache_controller,High
1706,memory_controller,warning,15,1,1,2,Assertion failure detected in memory_controller,Low
1707,alu,warning,1,7,1,4,Cache coherency violation in alu,Low
1708,uart,warning,10,5,3,1,Invalid memory access violation in uart,Low
1709,pcie,warning,11,5,1,3,Pipeline hazard detected in pcie,Low
1710,dram_interface,fatal,2,9,3,2,DMA transfer error in dram_interface,Low
1711,uart,warning,12,7,2,3,Protocol violation detected in uart,Low
1712,dma,error,10,4,5,5,Buffer overflow detected in dma,Medium
1713,alu,fatal,3,1,5,5,DMA transfer error in alu,Low
1714,interrupt_controller,warning,3,2,0,3,Cache coherency violation in interrupt_controller,Low
1715,pipeline_controller,fatal,5,8,5,4,Pipeline hazard detected in pipeline_controller,Low
1716,dma,warning,12,4,2,2,DMA transfer error in dma,Low
1717,uart,fatal,6,9,4,1,Cache coherency violation in uart,Low
1718,alu,fatal,5,1,3,4,Protocol violation detected in alu,Low
1719,alu,warning,10,3,1,2,Cache coherency violation in alu,Low
1720,interrupt_controller,fatal,0,2,5,4,Assertion failure detected in interrupt_controller,Low
1721,interrupt_controller,error,6,6,2,1,Buffer overflow detected in interrupt_controller,Medium
1722,cache_controller,warning,11,2,0,3,Buffer overflow detected in cache_controller,Low
1723,uart,warning,15,9,3,3,Cache coherency violation in uart,Low
1724,uart,warning,15,5,3,1,Protocol violation detected in uart,Low
1725,dma,warning,4,6,0,4,Buffer overflow detected in dma,Low
1726,cache_controller,warning,3,8,1,4,Cache coherency violation in cache_controller,Low
1727,cache_controller,fatal,13,4,5,3,DMA transfer error in cache_controller,High
1728,uart,warning,14,6,3,1,Branch misprediction detected in uart,Low
1729,branch_predictor,warning,1,2,2,5,Protocol violation detected in branch_predictor,Low
1730,branch_predictor,error,11,6,3,5,Branch misprediction detected in branch_predictor,Medium
1731,memory_controller,warning,10,6,2,5,Protocol violation detected in memory_controller,Low
1732,pcie,fatal,0,7,3,3,Invalid memory access violation in pcie,Low
1733,memory_controller,warning,13,6,0,2,Branch misprediction detected in memory_controller,Low
1734,cache_controller,warning,8,7,2,5,Branch misprediction detected in cache_controller,Low
1735,cache_controller,warning,7,6,2,5,Invalid memory access violation in cache_controller,Low
1736,interrupt_controller,warning,10,8,5,2,DMA transfer error in interrupt_controller,Low
1737,dram_interface,error,9,6,1,5,Cache coherency violation in dram_interface,Medium
1738,branch_predictor,fatal,9,5,3,1,Protocol violation detected in branch_predictor,High
1739,pipeline_controller,fatal,15,1,3,1,Cache coherency violation in pipeline_controller,High
1740,branch_predictor,error,0,5,2,5,Assertion failure detected in branch_predictor,Low
1741,pcie,warning,7,10,1,5,Assertion failure detected in pcie,Low
1742,uart,fatal,1,9,2,2,Protocol violation detected in uart,Low
1743,alu,fatal,11,9,1,4,Cache coherency violation in alu,High
1744,interrupt_controller,warning,8,6,5,4,Assertion failure detected in interrupt_controller,Low
1745,dma,warning,1,10,2,1,Cache coherency violation in dma,Low
1746,cache_controller,error,4,7,5,4,DMA transfer error in cache_controller,Low
1747,dram_interface,fatal,2,4,0,3,Cache coherency violation in dram_interface,Low
1748,alu,warning,3,7,2,2,Invalid memory access violation in alu,Low
1749,cache_controller,fatal,2,1,3,1,DMA transfer error in cache_controller,Low
1750,alu,fatal,4,1,0,4,Pipeline hazard detected in alu,Low
1751,dram_interface,fatal,15,6,3,5,Cache coherency violation in dram_interface,High
1752,alu,fatal,14,7,1,2,DMA transfer error in alu,High
1753,pipeline_controller,error,4,5,2,4,Assertion failure detected in pipeline_controller,Low
1754,memory_controller,fatal,14,4,0,1,Protocol violation detected in memory_controller,High
1755,cache_controller,warning,7,9,2,5,Branch misprediction detected in cache_controller,Low
1756,uart,error,1,9,2,2,Cache coherency violation in uart,Low
1757,pipeline_controller,fatal,4,2,0,1,Protocol violation detected in pipeline_controller,Low
1758,memory_controller,warning,1,6,2,4,Buffer overflow detected in memory_controller,Low
1759,pipeline_controller,fatal,2,5,5,3,Assertion failure detected in pipeline_controller,Low
1760,dma,error,9,3,0,4,Buffer overflow detected in dma,Medium
1761,dram_interface,error,7,9,1,3,Buffer overflow detected in dram_interface,Medium
1762,pcie,fatal,5,10,2,3,Buffer overflow detected in pcie,Low
1763,pipeline_controller,error,12,10,0,3,Protocol violation detected in pipeline_controller,Medium
1764,cache_controller,error,0,8,1,5,Assertion failure detected in cache_controller,Low
1765,cache_controller,warning,6,6,2,5,Branch misprediction detected in cache_controller,Low
1766,interrupt_controller,error,6,1,5,2,Invalid memory access violation in interrupt_controller,Medium
1767,memory_controller,fatal,5,5,4,1,Pipeline hazard detected in memory_controller,Low
1768,pcie,warning,8,1,0,5,DMA transfer error in pcie,Low
1769,cache_controller,error,13,8,4,4,Protocol violation detected in cache_controller,Medium
1770,interrupt_controller,fatal,3,4,4,2,Protocol violation detected in interrupt_controller,Low
1771,cache_controller,error,3,1,1,4,Protocol violation detected in cache_controller,Low
1772,cache_controller,error,15,7,1,4,DMA transfer error in cache_controller,Medium
1773,uart,fatal,9,8,2,3,Invalid memory access violation in uart,High
1774,dma,fatal,6,7,1,5,Invalid memory access violation in dma,Low
1775,memory_controller,fatal,13,1,5,5,Buffer overflow detected in memory_controller,High
1776,dram_interface,error,14,4,0,5,Buffer overflow detected in dram_interface,Medium
1777,alu,error,0,8,3,4,Assertion failure detected in alu,Low
1778,cache_controller,error,12,6,3,5,Cache coherency violation in cache_controller,Medium
1779,branch_predictor,warning,10,10,3,3,Branch misprediction detected in branch_predictor,Low
1780,memory_controller,error,0,8,1,5,Invalid memory access violation in memory_controller,Low
1781,interrupt_controller,error,10,3,2,2,Invalid memory access violation in interrupt_controller,Medium
1782,dram_interface,fatal,6,7,0,1,Buffer overflow detected in dram_interface,Low
1783,interrupt_controller,error,8,9,2,3,Branch misprediction detected in interrupt_controller,Medium
1784,pipeline_controller,warning,0,5,1,2,Invalid memory access violation in pipeline_controller,Low
1785,uart,error,10,9,2,2,Cache coherency violation in uart,Medium
1786,uart,warning,2,5,0,5,Protocol violation detected in uart,Low
1787,alu,error,7,9,0,4,Pipeline hazard detected in alu,Medium
1788,interrupt_controller,fatal,6,7,0,2,Branch misprediction detected in interrupt_controller,Low
1789,uart,warning,2,7,2,1,DMA transfer error in uart,Low
1790,dma,error,1,4,0,5,Branch misprediction detected in dma,Low
1791,dma,warning,0,10,4,4,Invalid memory access violation in dma,Low
1792,cache_controller,warning,0,1,2,3,Pipeline hazard detected in cache_controller,Low
1793,uart,error,2,9,5,1,Cache coherency violation in uart,Low
1794,interrupt_controller,error,14,2,4,2,Protocol violation detected in interrupt_controller,Medium
1795,cache_controller,fatal,12,2,0,4,Pipeline hazard detected in cache_controller,High
1796,alu,fatal,8,3,4,4,Buffer overflow detected in alu,Low
1797,alu,warning,13,3,5,4,Buffer overflow detected in alu,Low
1798,cache_controller,fatal,14,2,3,5,Invalid memory access violation in cache_controller,High
1799,uart,warning,0,3,5,2,Protocol violation detected in uart,Low
1800,uart,error,1,2,4,3,Cache coherency violation in uart,Low
1801,alu,warning,3,7,3,4,Cache coherency violation in alu,Low
1802,dram_interface,fatal,11,5,3,4,Buffer overflow detected in dram_interface,High
1803,interrupt_controller,warning,6,7,4,2,Assertion failure detected in interrupt_controller,Low
1804,pipeline_controller,fatal,13,3,1,4,Protocol violation detected in pipeline_controller,High
1805,interrupt_controller,fatal,5,1,0,1,Branch misprediction detected in interrupt_controller,Low
1806,pipeline_controller,error,4,1,5,1,Buffer overflow detected in pipeline_controller,Low
1807,pipeline_controller,warning,4,4,5,2,Protocol violation detected in pipeline_controller,Low
1808,pcie,error,6,5,1,1,DMA transfer error in pcie,Medium
1809,memory_controller,warning,6,9,5,5,Protocol violation detected in memory_controller,Low
1810,branch_predictor,fatal,14,3,1,5,Assertion failure detected in branch_predictor,High
1811,interrupt_controller,fatal,4,4,0,5,Pipeline hazard detected in interrupt_controller,Low
1812,dma,warning,6,10,4,5,Branch misprediction detected in dma,Low
1813,pcie,error,7,3,2,3,Branch misprediction detected in pcie,Medium
1814,pcie,fatal,13,7,5,5,DMA transfer error in pcie,High
1815,interrupt_controller,fatal,11,7,0,3,Buffer overflow detected in interrupt_controller,High
1816,memory_controller,error,2,10,1,1,Pipeline hazard detected in memory_controller,Low
1817,branch_predictor,warning,7,4,4,5,Cache coherency violation in branch_predictor,Low
1818,dram_interface,warning,3,2,0,3,DMA transfer error in dram_interface,Low
1819,dram_interface,warning,9,9,4,3,Pipeline hazard detected in dram_interface,Low
1820,alu,fatal,1,8,2,3,Branch misprediction detected in alu,Low
1821,interrupt_controller,error,7,3,5,2,DMA transfer error in interrupt_controller,Medium
1822,dma,fatal,12,2,5,4,Buffer overflow detected in dma,High
1823,memory_controller,warning,4,2,2,2,Branch misprediction detected in memory_controller,Low
1824,cache_controller,fatal,5,1,5,4,Cache coherency violation in cache_controller,Low
1825,pcie,warning,14,8,4,1,Pipeline hazard detected in pcie,Low
1826,memory_controller,fatal,15,5,3,3,Protocol violation detected in memory_controller,High
1827,cache_controller,warning,7,10,5,2,Cache coherency violation in cache_controller,Low
1828,interrupt_controller,error,8,4,4,3,DMA transfer error in interrupt_controller,Medium
1829,dma,fatal,15,1,5,2,Branch misprediction detected in dma,High
1830,uart,warning,10,7,2,4,Protocol violation detected in uart,Low
1831,dram_interface,fatal,6,8,0,5,Invalid memory access violation in dram_interface,Low
1832,alu,warning,10,3,2,5,Cache coherency violation in alu,Low
1833,branch_predictor,fatal,7,1,0,5,Cache coherency violation in branch_predictor,Low
1834,alu,fatal,0,2,0,2,Protocol violation detected in alu,Low
1835,dram_interface,error,12,6,4,1,DMA transfer error in dram_interface,Medium
1836,branch_predictor,fatal,6,3,3,4,Assertion failure detected in branch_predictor,Low
1837,dma,fatal,3,7,3,3,Buffer overflow detected in dma,Low
1838,dma,error,5,7,3,1,Pipeline hazard detected in dma,Medium
1839,pcie,fatal,3,10,3,2,Cache coherency violation in pcie,Low
1840,alu,warning,10,2,3,5,Pipeline hazard detected in alu,Low
1841,alu,error,6,1,0,3,Pipeline hazard detected in alu,Medium
1842,alu,error,8,4,1,2,Branch misprediction detected in alu,Medium
1843,pcie,fatal,8,5,5,4,Invalid memory access violation in pcie,Low
1844,dram_interface,error,11,7,4,1,Pipeline hazard detected in dram_interface,Medium
1845,memory_controller,warning,1,1,4,2,Assertion failure detected in memory_controller,Low
1846,uart,warning,1,3,3,2,Branch misprediction detected in uart,Low
1847,pipeline_controller,error,13,5,4,5,Branch misprediction detected in pipeline_controller,Medium
1848,dma,fatal,4,7,0,1,Branch misprediction detected in dma,Low
1849,memory_controller,fatal,1,4,2,3,Pipeline hazard detected in memory_controller,Low
1850,interrupt_controller,error,13,4,1,3,Branch misprediction detected in interrupt_controller,Medium
1851,uart,error,1,10,5,4,Cache coherency violation in uart,Low
1852,cache_controller,fatal,3,6,0,2,Cache coherency violation in cache_controller,Low
1853,uart,fatal,11,5,1,2,Pipeline hazard detected in uart,High
1854,dram_interface,fatal,4,7,0,3,Protocol violation detected in dram_interface,Low
1855,alu,fatal,2,9,3,4,Cache coherency violation in alu,Low
1856,interrupt_controller,error,14,1,0,4,Assertion failure detected in interrupt_controller,Medium
1857,dma,fatal,7,2,3,1,Protocol violation detected in dma,Low
1858,branch_predictor,error,7,3,4,5,Protocol violation detected in branch_predictor,Medium
1859,alu,warning,4,1,1,2,DMA transfer error in alu,Low
1860,branch_predictor,warning,1,1,2,4,Cache coherency violation in branch_predictor,Low
1861,alu,warning,1,7,4,4,Buffer overflow detected in alu,Low
1862,dma,error,8,7,5,4,DMA transfer error in dma,Medium
1863,dram_interface,fatal,15,5,4,2,Cache coherency violation in dram_interface,High
1864,cache_controller,error,15,5,3,2,Invalid memory access violation in cache_controller,Medium
1865,memory_controller,warning,4,6,3,5,DMA transfer error in memory_controller,Low
1866,branch_predictor,warning,14,3,0,3,Cache coherency violation in branch_predictor,Low
1867,branch_predictor,fatal,6,4,3,1,Branch misprediction detected in branch_predictor,Low
1868,dma,warning,10,4,3,3,DMA transfer error in dma,Low
1869,memory_controller,fatal,3,5,5,1,Branch misprediction detected in memory_controller,Low
1870,branch_predictor,error,15,8,4,2,Cache coherency violation in branch_predictor,Medium
1871,memory_controller,warning,12,10,5,2,Branch misprediction detected in memory_controller,Low
1872,cache_controller,fatal,13,9,5,2,DMA transfer error in cache_controller,High
1873,pipeline_controller,error,12,9,5,2,Buffer overflow detected in pipeline_controller,Medium
1874,cache_controller,error,3,3,3,5,Pipeline hazard detected in cache_controller,Low
1875,dma,fatal,12,1,4,1,Branch misprediction detected in dma,High
1876,branch_predictor,error,3,4,4,3,Assertion failure detected in branch_predictor,Low
1877,pipeline_controller,warning,3,8,5,1,Cache coherency violation in pipeline_controller,Low
1878,dram_interface,warning,3,3,5,2,Pipeline hazard detected in dram_interface,Low
1879,dma,error,5,9,1,5,Invalid memory access violation in dma,Medium
